,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price
6129,57016,Men,Apparel,Innerwear,Briefs,Blue,Summer,2016.0,Casual,Jockey ELANCE Men Blue Briefs 1004,378.9
43692,21591,Women,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,United Colors of Benetton Women Solid Black Tshirt,329.0
36022,5560,Men,Apparel,Topwear,Jackets,Green,Summer,2011.0,Sports,Reebok Men Sport Revesable Black Green Jacket,1150.5
40015,33692,Men,Footwear,Shoes,Formal Shoes,Brown,Winter,2012.0,Formal,Cobblerz Men Brown Leather Semiformal Shoes,334.85
9118,52902,Women,Apparel,Saree,Sarees,Blue,Fall,2012.0,Ethnic,FNF Blue Printed Sari,2142.95
11823,52980,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Printed Green Sari,542.9
8745,28745,Women,Apparel,Topwear,Kurtas,Orange,Summer,2012.0,Ethnic,Aurelia Women Printed Orange Kurta,204.49
13203,56317,Women,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Fastrack Women Black Dial Watch,2285.75
41292,51045,Women,Apparel,Loungewear and Nightwear,Baby Dolls,Cream,Summer,2017.0,,Enamor Women Cream and Pink Baby Doll Nightdress,1361.95
2514,56072,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Colorbar Wild Berry Lip Liner /Crayon 011,887.95
36688,56923,Women,Footwear,Shoes,Heels,Orange,Winter,2012.0,Casual,HM Women Orange Flats,2607.0
41645,31705,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016.0,Ethnic,Fabindia Women Ananya Silver Earrings,2735.25
17484,8352,Unisex,Accessories,Bags,Backpacks,Black,Winter,2015.0,Travel,Wildcraft Unisex Black Ursa Backpack,2807.49
38081,52186,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Lencia Sterling Silver Earrings,854.85
43147,30877,Women,Apparel,Topwear,Kurtas,Blue,Summer,2012.0,Ethnic,Fabindia Women Blue Printed Kurta,1523.75
16274,30931,Women,Apparel,Topwear,Kurtis,Teal,Summer,2012.0,Ethnic,Fabindia Women Teal Dobby Sarkar Kurti,2644.0
13997,7803,Men,Apparel,Topwear,Tshirts,Teal,Fall,2011.0,Casual,Proline Men Teal Green Polo T-shirt,680.0
17031,19191,Men,Apparel,Topwear,Shirts,Charcoal,Summer,2011.0,Casual,United Colors of Benetton Men Charcoal Shirt,2603.95
39940,59275,Women,Accessories,Watches,Watches,Red,Winter,2016.0,Casual,Titan Women Red Watch,2499.85
32819,15094,Women,Apparel,Topwear,Kurtas,Orange,Fall,2011.0,Ethnic,Mother Earth Women Printed Orange Kurtas,2583.25
42447,10044,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Puma Men Ferrari Logo Black Tshirts,601.9
20258,6805,Men,Footwear,Shoes,Casual Shoes,Blue,Summer,2011.0,Casual,Timberland Men Driver Venetian Blue Shoe,1457.75
1000,12367,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,Reid & Taylor Men White Shirt,2688.75
31005,57611,Women,Personal Care,Skin Care,Sunscreen,White,Spring,2017.0,,Lotus Herbals Safe Sun Absolute Anti Tan Scrub,381.99
23473,41836,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Skechers Men Black Shoes,2930.49
6561,35454,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Doodle Boys Printed Blue T-shirt,2882.75
29967,48497,Women,Apparel,Bottomwear,Trousers,Black,Winter,2011.0,Casual,French Connection Women Black Trousers,197.0
33700,10392,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Puma Women Pure Pliancy 258 White Watches,630.75
42061,17065,Women,Accessories,Belts,Belts,White,Winter,2015.0,Casual,Lino Perros Women Flower Print White Belt,962.5
16552,59734,Women,Apparel,Innerwear,Briefs,Purple,Summer,2014.0,Casual,Avirate Purple & Black Brief,2402.25
24715,13873,Men,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Scullers Men Solid Purple Shirts,1478.85
15297,51762,Women,Footwear,Shoes,Heels,Gold,Winter,2015.0,Casual,Catwalk Women Gold Toned Heels,1692.95
672,38608,Men,Apparel,Topwear,Tshirts,Grey,Summer,2012.0,Casual,Nike Men Grey T-shirt,2329.0
14446,13546,Women,Footwear,Shoes,Flats,Gold,Spring,2013.0,Casual,Carlton London Women Gold Toned Flats,214.85
21203,56697,Men,Apparel,Topwear,Kurtas,Black,Summer,2012.0,Ethnic,Fabindia Men Black Kurta,525.99
9266,10186,Men,Apparel,Topwear,Shirts,Black,Fall,2011.0,Casual,Indigo Nation Men Black & Blue Stripe Shirt,1991.49
173,51667,Men,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Louis Philippe Men Grey Sunglasses,121.99
23607,38204,Women,Accessories,Eyewear,Sunglasses,Grey,Winter,2016.0,Casual,Polaroid Women Sunglasses,1800.9
43633,53145,Women,Footwear,Shoes,Heels,Blue,Winter,2015.0,Casual,Catwalk Women Blue Sandals,1717.9
26492,41855,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Probase Men Blue Cap,1771.0
16413,18935,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Casual,Levi's Men Graphic Print Blue Tshirt,2434.9
26818,9466,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Formal,John Miller Men Self Structure White Shirt,1744.75
39324,4194,Men,Apparel,Topwear,Tshirts,Maroon,Summer,2011.0,Casual,Ed Hardy Men's Fierce Panther Maroon T-shirt,573.75
29900,38142,Unisex,Accessories,Bags,Backpacks,Red,Summer,2015.0,Casual,Wildcraft Unisex Red & Grey Backpack,1126.85
13367,7256,Men,Footwear,Sandal,Sandals,Brown,Fall,2011.0,Casual,Rockport Men Middle Field Brown Floater,2293.9
1668,9266,Men,Apparel,Topwear,Shirts,Navy Blue,Fall,2011.0,Casual,Scullers Men Scul Blue Shirts,637.99
14313,49165,Women,Personal Care,Makeup,Kajal and Eyeliner,Olive,Spring,2017.0,Casual,Deborah Kajal 118,2477.99
21335,53775,Men,Apparel,Topwear,Tshirts,Red,Summer,2012.0,Casual,Puma Men Soft Red T-shirt,2062.5
14934,41791,Women,Apparel,Topwear,Tops,Black,Summer,2012.0,Casual,Remanika Women Black Top,2294.5
12407,17570,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green & White Striped Shirt,2382.25
12908,52781,Women,Accessories,Wallets,Wallets,Black,Fall,2012.0,Casual,Fiorelli Women Black Wallet,2649.5
38912,40472,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2012.0,Sports,Fila Men Black Dls Supercharger Sports Shoes,2323.9
12959,31015,Men,Apparel,Topwear,Shirts,White,Winter,2012.0,Formal,Arrow Men White and Blue Striped Shirt,1157.99
32722,9919,Women,Accessories,Bags,Handbags,Black,Fall,2011.0,Casual,Puma Women Ferrari LS Black Handbags,1274.85
38798,16465,Men,Apparel,Topwear,Shirts,Grey,Fall,2011.0,Casual,Locomotive Men Check Grey Shirt,1229.75
29864,54800,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Peter England Men Blue Jeans,551.75
42227,27604,Men,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Scullers Men  Khaki Trouser,2169.85
33344,9769,Men,Apparel,Bottomwear,Tracksuits,Navy Blue,Fall,2011.0,Casual,ADIDAS Men Navy Blue Tracksuit,2431.85
13104,18302,Women,Apparel,Topwear,Kurtis,Green,Fall,2011.0,Ethnic,Aneri Women Kavita Green Kurti,2275.95
7989,46795,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013.0,Formal,Arrow Men Black Formal Shoes,1326.99
41121,59819,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Men Blue Shirt,1735.9
15832,11287,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2016.0,Casual,Wrangler Men Blue Texas Jeans,2148.49
39219,2855,Men,Apparel,Topwear,Tshirts,Black,Summer,2011.0,Casual,Mr.Men Men's Is There More Love Black T-shirt,2261.85
29826,46736,Men,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Timex Men Blue Dial Watch,2453.25
30842,48251,Boys,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,The Amazing Spiderman Boys Off White T-Shirt,2768.99
15714,36207,Girls,Apparel,Topwear,Tops,White,Summer,2012.0,Casual,Gini Jony Girls Printed White Top,342.0
6132,31204,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2012.0,Casual,Cabarelli Men Brown Accessory Gift Set,2366.9
32619,26610,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012.0,Sports,Puma Men Osuran White Sports Shoes,1527.5
34583,6387,Men,Footwear,Shoes,Sports Shoes,Navy Blue,Summer,2011.0,Sports,Puma Men's Trim Mesh Navy White Shoe,2934.5
38465,28399,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Idee Women Brown Sunglasses,2654.9
34119,25043,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011.0,Sports,Nike Women Sphere Pink T-shirt,1570.49
25887,10005,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011.0,Sports,Nike Men As Ss Trainin Blue T-Shirts,1633.95
35973,24756,Men,Apparel,Topwear,Sweaters,Green,Fall,2011.0,Casual,Spykar Men Green Sweaters,428.49
3862,21982,Women,Accessories,Bags,Clutches,Gold,Winter,2015.0,Casual,Murcia Women Casual Gold Clutch,1165.49
4408,34438,Women,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Myntra Women Cute Dog White T-shirt,2021.9
26388,58110,Women,Accessories,Jewellery,Earrings,Silver,Fall,2012.0,Casual,Rreverie Silver Earrings,471.75
28346,9710,Men,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Scullers Men Scul White Shirts,89.95
3104,12705,Men,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Nike Men Air Courtballistic White Sports Shoes,2570.75
28352,57289,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,French Connection Men Blue & Brown Shirt,403.0
9520,40295,Unisex,Footwear,Flip Flops,Flip Flops,Purple,Fall,2012.0,Casual,Warner Bros Kids Unisex Purple Flip Flops,2047.9
7624,55982,Women,Personal Care,Lips,Lipstick,Brown,Spring,2017.0,Casual,Colorbar Velvet Matte Very Coffee Lipstick 51 BR,159.0
6985,23750,Unisex,Accessories,Eyewear,Sunglasses,Purple,Winter,2016.0,Casual,Ray-Ban Unisex High Street Purple Sunglasses,2503.85
21227,19933,Men,Accessories,Accessories,Accessory Gift Set,Red,Fall,2011.0,Formal,Reid & Taylor Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,1431.0
17204,31192,Men,Accessories,Accessories,Accessory Gift Set,Brown,Summer,2015.0,Casual,Cabarelli Men Accessory Gift Set,1917.0
20716,29957,Men,Accessories,Eyewear,Sunglasses,Copper,Winter,2016.0,Casual,Cat Men Metal Sunglasses,1960.0
30963,14320,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Shorts,1295.75
32927,2196,Men,Footwear,Shoes,Sports Shoes,White,Fall,2010.0,Sports,ADIDAS Men's White Comfort Shoe,2691.75
23683,55806,Women,Apparel,Loungewear and Nightwear,Night suits,Green,Summer,2017.0,Casual,SDL by Sweet Dreams Women Green & White Printed Night Suit S11-3134,2138.75
31796,11035,Women,Apparel,Topwear,Shirts,Purple,Fall,2011.0,Casual,Jealous 21 Women Check Purple Shirt,978.49
30762,27105,Women,Apparel,Topwear,Kurtas,Lavender,Summer,2012.0,Ethnic,Aneri Women Shruti Lavender Kurta,898.95
23374,40321,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Black Mudslide Sports Shoes,2155.5
1866,56615,Women,Personal Care,Makeup,Highlighter and Blush,Rose,Spring,2017.0,Casual,Streetwear Stay On Mineral Rose Swirl Blusher,436.5
9057,12870,Men,Footwear,Shoes,Casual Shoes,Black,Spring,2012.0,Casual,Lee Cooper MenCasual Black Shoes,499.0
18694,45872,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Maxima Men Dark Grey Dial Watch,1933.49
6868,43271,Women,Accessories,Bags,Handbags,Black,Spring,2013.0,Casual,Murcia Women Black Handbag,2748.0
42275,38415,Women,Accessories,Belts,Belts,Red,Summer,2012.0,Casual,Baggit Women Flora Moly Red Belt,1310.85
40269,26985,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Jealous 21 Women Pink Shorts,684.85
18972,58966,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Colour Me Women Pink Perfume,1213.9
7264,16018,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Turtle Solid Men  Khaki Trouser,1404.9
22569,9434,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Nike Unisex Rafa Bull Log White Caps,259.0
32236,46706,Women,Personal Care,Fragrance,Perfume and Body Mist,Pink,Spring,2017.0,Casual,Rasasi Women Jewel Perfume,1076.5
7112,49149,Women,Personal Care,Lips,Lip Liner,Brown,Spring,2017.0,Casual,Deborah Extra Lip Liner 02,2141.49
4647,41661,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Formal,Mark Taylor Men Blue Striped Shirt,2339.99
35933,4210,Boys,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,Disney Kids Boy's Blue Mickey Mouse Kidswear,744.49
11427,29249,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,ADIDAS Men Snova Glide 4M Black Sports Shoes,1621.85
41745,44735,Women,Footwear,Flip Flops,Flip Flops,White,Spring,2013.0,Casual,Globalite Women White Vita Flip Flops,1133.95
29941,13159,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Puma Women Dark Heather Fuchsia Grey Tshirts,1419.49
30416,4097,Men,Apparel,Topwear,Tshirts,Red,Fall,2010.0,Sports,Nike Men's Team Poly Red T-shirt,708.85
41783,25530,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Wrangler Men Griffith Blue Shirt,2304.0
20795,22113,Women,Footwear,Shoes,Sports Shoes,White,Fall,2011.0,Sports,Reebok Women Fusion Runner White Sports Shoes,942.75
13022,13513,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011.0,Casual,Chimp Men Firee Grey Tshirts,714.95
17909,19359,Women,Apparel,Innerwear,Briefs,Cream,Summer,2017.0,Casual,Beyouty Women H01 Combo2 Fashion Hipster Pack of 3 Breifs,239.9
19107,52807,Men,Accessories,Wallets,Wallets,Brown,Summer,2012.0,Casual,JAG Men Chocolate Brown Leather Wallet,550.99
14664,59597,Women,Apparel,Saree,Sarees,Green,Fall,2012.0,Ethnic,FNF Green & Purple Wedding Collection Sari,1285.25
4377,18898,Women,Apparel,Topwear,Shirts,White,Fall,2011.0,Casual,Arrow Woman Solid White Shirt,100.9
354,39375,Women,Accessories,Watches,Watches,Silver,Winter,2016.0,Casual,Helix Women Silver Dial Watch,1780.0
41082,29736,Women,Accessories,Bags,Handbags,Peach,Summer,2012.0,Casual,Kiara Women Peach Handbag,1955.25
116,28032,Men,Apparel,Innerwear,Briefs,White,Summer,2016.0,Casual,Jockey ELANCE Men Bikini White Brief 1005,2992.0
33097,43873,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2010.0,Casual,Puma Men Black Mid Ducati Shoes,921.49
32089,3849,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011.0,Casual,Wrangler Men's Make It Your Own T-shirt,1624.99
34738,25249,Women,Accessories,Bags,Handbags,Brown,Summer,2012.0,Casual,Lino Perros Women Leatherette Brown Handbag,1414.95
31766,10583,Men,Accessories,Watches,Watches,Gold,Winter,2016.0,Formal,Esprit Men Nova Genesis Brown Gold Watches,1554.9
6404,2707,Girls,Apparel,Dress,Dresses,Pink,Summer,2011.0,Casual,Disney Kids Girl's Dress Pink Pooh Kidswear,1321.25
5822,16613,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Genesis Men Stripes Grey Trouser,1622.99
4503,48512,Women,Apparel,Topwear,Tops,Grey,Summer,2012.0,Casual,French Connection Women Grey Top,516.75
25840,9069,Men,Apparel,Topwear,Shirts,Blue,Fall,2011.0,Formal,Mark Taylor Men Solid Blue Shirts,2634.85
24946,40515,Men,Accessories,Watches,Watches,Cream,Winter,2016.0,Casual,Titan Men Cream Dial Watch,840.49
26357,58322,Men,Accessories,Socks,Socks,White,Summer,2016.0,Sports,Jockey LCESCBRA Men White Pack of 3 Socks 2004,2885.85
7732,42590,Girls,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,United Colors of Benetton Girls White Printed T-Shirt,369.5
41622,55624,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2012.0,Formal,Numero Uno Men Black Formal Shoes,2892.0
25075,51404,Men,Apparel,Topwear,Shirts,Blue,Summer,2012.0,Casual,Myntra Men Blue Shirt,209.49
21465,22943,Unisex,Accessories,Watches,Watches,Blue,Winter,2016.0,Casual,Fastrack Unisex Blue Dial Watch 9915PP01,2332.9
44303,33401,Women,Accessories,Wallets,Wallets,Green,Summer,2012.0,Casual,Baggit Women Border Mayur Green Wallet,1904.95
32100,59528,Women,Accessories,Jewellery,Earrings,Silver,Summer,2015.0,Casual,Lucera Silver Earrings,915.0
9192,21251,Unisex,Accessories,Bags,Duffel Bag,Red,Fall,2011.0,Casual,Skybags Unisex Red Duffle Bag,1321.75
7844,31861,Men,Accessories,Watches,Watches,Black,Winter,2016.0,Casual,Titan Men Chronograph Black Dial Watch,1661.99
8909,49329,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8284,2225.5
22280,50343,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Aurelia Women Pink Printed Kurta,666.99
15252,52375,Women,Apparel,Loungewear and Nightwear,Nightdress,Yellow,Winter,2015.0,Casual,Red Rose Women Yellow Nightdress,1120.25
22585,38804,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012.0,Casual,Joker Men Blue T-shirt,2913.85
6016,59147,Women,Footwear,Shoes,Heels,Beige,Fall,2012.0,Casual,Tiptopp Women Beige Sandals,831.5
12532,40085,Men,Apparel,Bottomwear,Shorts,White,Winter,2014.0,Casual,ADIDAS Men White Chelsea Shorts,6.99
24177,52485,Women,Apparel,Innerwear,Camisoles,Blue,Summer,2017.0,Casual,Red Rose Blue Camisole,2631.49
2265,23214,Women,Apparel,Topwear,Kurtas,Cream,Fall,2011.0,Ethnic,Aneri Women Sagar Cream Kurta,2808.85
35285,54080,Women,Apparel,Topwear,Kurtis,Brown,Summer,2012.0,Ethnic,Mumbai Slang Women Brown Kurti,2123.5
29949,19651,Men,Apparel,Topwear,Tshirts,Blue,Summer,2011.0,Casual,United Colors of Benetton Men Printed Blue Tshirt,153.9
22628,21327,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016.0,Casual,Louis Philippe Men Sunglasses LP202-C1,2224.49
18860,54135,Women,Footwear,Shoes,Heels,Gold,Winter,2012.0,Casual,Rocia Women Golden Flats,678.0
12169,22836,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012.0,Casual,Woodland Men Brown Casual Shoes,2615.0
14756,26697,Men,Footwear,Shoes,Casual Shoes,White,Fall,2011.0,Casual,Nike Men White Sweet Classic Leather Shoes,120.95
42384,10612,Men,Apparel,Topwear,Shirts,Maroon,Fall,2011.0,Casual,Flying Machine Men Ydc Maroon Shirts,592.85
35020,7665,Men,Accessories,Socks,Socks,Grey,Summer,2016.0,Casual,Wrangler Men's Dark Grey Melange Crew Length Socks,1555.75
39658,27261,Women,Apparel,Topwear,Tops,Yellow,Summer,2012.0,Casual,Arrow Woman Yellow Top,2706.5
11028,14588,Women,Accessories,Belts,Belts,Red,Summer,2011.0,Casual,United Colors of Benetton Women Solid Red Belts,1970.99
4448,9251,Men,Apparel,Topwear,Shirts,Green,Fall,2011.0,Formal,Mark Taylor Men Green Striped Shirt,793.75
19470,1649,Unisex,Footwear,Shoes,Casual Shoes,Blue,Spring,2012.0,Casual,Newfeel Unisex Comfy Cool Blue Shoe,2415.9
35143,7239,Men,Footwear,Shoes,Formal Shoes,Black,Fall,2011.0,Formal,Rockport Men's Abraim Black Shoe,2592.49
28972,42331,Women,Apparel,Saree,Sarees,Navy Blue,Summer,2012.0,Ethnic,Prafful Navy Crepe Printed Saree,1949.75
24190,26352,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,DKNY Women White Dial Watch NY8473,1478.75
22788,44744,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2012.0,Casual,Globalite Men Black Proton Shoes,2006.9
39138,23294,Men,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Maxima Men White Steel Watch,748.95
28443,8636,Unisex,Accessories,Eyewear,Sunglasses,Black,Winter,2016.0,Casual,Fastrack Unisex FTML002GLGP1 Black Sunglass,2348.9
30491,43281,Women,Accessories,Bags,Handbags,Purple,Winter,2012.0,Casual,Murcia Women Purple Handbag,1466.99
20486,15550,Men,Accessories,Socks,Socks,White,Fall,2014.0,Sports,FILA Men Pack of 3 White Socks,49.85
5181,39316,Boys,Apparel,Topwear,Tshirts,White,Summer,2012.0,Casual,Gini and Jony Boys Printed White T-shirt,2628.85
36716,30769,Men,Apparel,Topwear,Kurtas,Mustard,Summer,2012.0,Ethnic,Fabindia Men Mustard Matka Silk Kurta,708.5
8578,37305,Men,Accessories,Watches,Watches,Black,Summer,2017.0,Casual,Casio Youth Series Men Analog-Digital Watch AQ-S800W-1BVDFAD168,2751.5
39679,25536,Men,Apparel,Topwear,Shirts,Green,Summer,2012.0,Casual,Wrangler Men Durham Big Check Green Shirt,2932.25
10945,58237,Women,Accessories,Wallets,Wallets,Navy Blue,Summer,2012.0,Casual,Baggit Women Navy Blue Wallet,2305.5
37262,20733,Women,Footwear,Shoes,Heels,Grey,Summer,2012.0,Casual,Enroute Women Grey Heels,337.85
24591,2276,Men,Apparel,Topwear,Tshirts,Blue,Fall,2010.0,Sports,Nike Mens Challenger Graphic Blue T-shirt,1464.95
9233,23350,Men,Apparel,Innerwear,Boxers,Multi,Summer,2016.0,Casual,Crusoe Men Elixir Boxer Assorted Short,667.75
25035,4747,Men,Apparel,Topwear,Tshirts,Green,Summer,2011.0,Sports,ADIDAS Men's Green Polo T-shirt,608.5
21440,26389,Men,Apparel,Topwear,Shirts,Magenta,Summer,2012.0,Formal,Turtle Men Check Magenta Shirt,22.49
30423,5979,Men,Apparel,Topwear,Shirts,Black,Summer,2011.0,Casual,Locomotive Men Black Stripe Shirt,923.25
2813,10099,Men,Accessories,Watches,Watches,Grey,Winter,2016.0,Casual,Fastrack Men Analogue Grey Watches,1108.85
36168,13715,Men,Apparel,Topwear,Tshirts,Black,Fall,2011.0,Casual,Proline Mens Solid Black Polo Tshirt,805.85
13738,33787,Men,Apparel,Topwear,Shirts,Brown,Spring,2013.0,Smart Casual,Van Heusen Men Brown Giza Cotton Shirt,2755.75
10852,30346,Men,Apparel,Topwear,Tshirts,Off White,Summer,2012.0,Casual,Myntra Men Peace-War Off White T-shirt,1939.0
16441,40626,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012.0,Ethnic,Span Women Pink Kurta,2602.75
36651,13520,Women,Apparel,Topwear,Sweaters,Purple,Fall,2011.0,Casual,Jealous 21 Women Solid Purple Sweaters,900.5
38315,34967,Women,Accessories,Stoles,Stoles,Off White,Summer,2012.0,Casual,Fabindia Women Off White Printed Stole,428.0
19137,32582,Women,Apparel,Dress,Dresses,Yellow,Summer,2012.0,Casual,ONLY Women Yellow Dotted Print Dress,2235.99
21532,53578,Women,Accessories,Watches,Watches,White,Winter,2016.0,Casual,Q&Q Women White Dial Watch,1257.0
35537,55993,Women,Personal Care,Lips,Lipstick,Purple,Spring,2017.0,Casual,Colorbar Velvet Matte Summer Rain Lipstick 34 BR,377.9
24246,39518,Unisex,Accessories,Bags,Laptop Bag,Black,Summer,2012.0,Casual,Peter England Unisex Black Laptop Bag,803.85
36270,21075,Men,Footwear,Sandal,Sandals,Brown,Spring,2012.0,Casual,Clarks Men Brown Leather Sandals,1322.9
6217,26623,Women,Footwear,Shoes,Sports Shoes,Black,Summer,2012.0,Sports,Puma Women BodyTrain Mesh Grid Black Sports Shoes,148.85
